_id,Arrest_Year,Arrest_Month,EventID,ArrestID,PersonID,Perceived_Race,Sex,Age_group__at_arrest_,Youth_at_arrest__under_18_years,ArrestLocDiv,StripSearch,Booked,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,SearchReason_CauseInjury,SearchReason_AssistEscape,SearchReason_PossessWeapons,SearchReason_PossessEvidence,ItemsFound,ObjectId
30178,2021,Apr-June,1005353,6021901,335024,Black,M,Aged 18 to 24 years,Not a youth,41,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,30178
30179,2021,Oct-Dec,1056950,6028979,309208,White,F,Aged 35 to 44 years,Not a youth,53,,,Assault,,,1,,,,None,None,None,None,None,30179
30180,2020,Oct-Dec,1028051,6042937,305729,White,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,30180
30181,2021,Jan-Mar,1003746,6047690,305729,White,M,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,30181
30182,2021,Jan-Mar,1024369,6030232,331856,White,M,Aged 25 to 34 years,Not a youth,43,,,Assault,,,,,,1,None,None,None,None,None,30182
30183,2021,Apr-June,1024725,6021296,331856,White,M,Aged 25 to 34 years,Not a youth,42,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,30183
30184,2020,Jan-Mar,1029956,6052233,317425,White,M,Aged 45 to 54 years,Not a youth,XX,,,Mischief & Fraud,,,,,,1,None,None,None,None,None,30184
30185,2021,Jan-Mar,1011620,6051425,317425,White,M,Aged 45 to 54 years,Not a youth,54,,1,Assault,,,,,,,None,None,None,None,None,30185
30186,2021,Jan-Mar,1017347,6011815,317425,White,M,Aged 45 to 54 years,Not a youth,XX,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,30186
30187,2020,July-Sept,1050490,6036000,332602,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,30187
30188,2020,Jan-Mar,1012854,6006949,308144,White,M,Aged 18 to 24 years,Not a youth,XX,,,Other Offence,,,,,,,None,None,None,None,None,30188
30189,2021,Jan-Mar,1040640,6062863,306091,Black,F,Aged 18 to 24 years,Not a youth,XX,,,Other Offence,,,,,,,None,None,None,None,None,30189
30190,2020,July-Sept,1028768,6020809,317127,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,33,,1,Warrant,,,,,,1,None,None,None,None,None,30190
30191,2021,Oct-Dec,1005470,6017720,317127,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,30191
30192,2020,Jan-Mar,1029354,6058931,321491,White,F,Aged 45 to 54 years,Not a youth,32,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,30192
30193,2021,Apr-June,1053711,6031184,331989,Black,M,Aged 17 years and under,Youth (aged 17 years and under),XX,,,Weapons,,,,,,,None,None,None,None,None,30193
30194,2020,Oct-Dec,1023000,6014663,305099,South Asian,M,Aged 18 to 24 years,Not a youth,XX,,,Drug Related,,,,,,1,None,None,None,None,None,30194
30195,2020,July-Sept,1006295,6054584,324783,Black,M,Aged 25 to 34 years,Not a youth,XX,1,1,Robbery & Theft,,,,1,,,1,1,0,0,1,30195
30196,2021,Apr-June,1038593,6038820,324783,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Weapons,,,,,,,None,None,None,None,None,30196
30197,2020,Oct-Dec,1042652,6033979,316883,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Harassment & Threatening,,,,,,,None,None,None,None,None,30197
30198,2021,Jan-Mar,1028079,6034355,316883,Black,M,Aged 45 to 54 years,Not a youth,XX,,,Warrant,,,,,,1,None,None,None,None,None,30198
30199,2021,Apr-June,1037036,6057354,316883,Black,M,Aged 45 to 54 years,Not a youth,14,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,30199
30200,2021,July-Sept,1053058,6010656,316883,Black,M,Aged 45 to 54 years,Not a youth,14,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,30200
30201,2021,July-Sept,1022335,6040650,312192,East/Southeast Asian,M,Aged 18 to 24 years,Not a youth,14,,1,LLA,,1,1,,,,None,None,None,None,None,30201
30202,2021,Apr-June,1038935,6062724,320012,Black,M,Aged 25 to 34 years,Not a youth,51,,1,Robbery/Theft,,,,,,1,None,None,None,None,None,30202
